Query Id,Query Name,Date,Title,Url,Sentiment,Language,Country,Author,Full Name,Gender
2000333812,Samsung_S20FE (Product Only),2020-10-21 10:20:22.000,"Latest video 
Samsung Galaxy S20 FE all colors! 
#Giveaway Retweet...! 
https://t.co/INyEzCkWEI",http://twitter.com/ShokeenSanchit/statuses/1318859666709860353,neutral,en,India,ShokeenSanchit,ShokeenSanchit (TechBar),unknown
2000333812,Samsung_S20FE (Product Only),2020-10-13 12:10:37.000,I don't know if I should be excited or you should coz you know what happens when @SamsungMobileSA and Lasizwe link up...#GalaxyS20FE https://t.co/g0Z1vxUuHu,http://twitter.com/lasizwe/statuses/1315988307772407809,positive,en,South Africa,lasizwe,lasizwe (Lasizwe),unknown
2000333812,Samsung_S20FE (Product Only),2020-10-13 12:10:37.000,"Drop a "" @SamsungMobileSA and #Lasizwe, Mzansi is ready for the #GalaxyS20FE "" comment below! 

and RT the above tweet.
Stay tuned for more information.",http://twitter.com/lasizwe/statuses/1315988311446564866,positive,en,South Africa,lasizwe,lasizwe (Lasizwe),unknown
2000333812,Samsung_S20FE (Product Only),2020-10-22 04:45:01.000,"It's time to WIN 1 of 4 Galaxy S20 FE (Fan Edition) smartphones! Tell us what you love most about the phone, tag @SamsungMobileSA, use #GalaxyS20FE and it could be yours!

Comp closes at midnight!
Ts&Cs: https://t.co/gKtZ5ymPFQ #ExpressoShow https://t.co/kmfIDNKzfa",http://twitter.com/expressoshow/statuses/1319137659948814336,positive,en,South Africa,expressoshow,expressoshow (Expresso Show),unknown
2000333812,Samsung_S20FE (Product Only),2020-10-26 05:06:53.000,"[New Ads] Off
AIS 5G - Galaxy S20 FE 5G
Link: https://t.co/TcgFmfrRCS
#AISxGalaxyS20FE
#OffJumpol #OffGun #ออฟกัน https://t.co/1oR5qAzKg3",http://twitter.com/offgun_intl/statuses/1320592713717223424,neutral,en,,offgun_intl,offgun_intl (OFFGUN International),unknown
2000333812,Samsung_S20FE (Product Only),2020-10-09 03:10:23.000,"""Fashion has no border""
Samsung S20FE x JMJ

#JamyJamess
#GalaxyS20FETH
#TRINITY_TNT https://t.co/NrD7OdLPtN",http://twitter.com/JMJFans/statuses/1314402802706247680,neutral,en,,JMJFans,JMJFans (JMJFans ❤️),unknown
2000333812,Samsung_S20FE (Product Only),2020-10-06 07:05:44.000,"Samsung Galaxy S20 FE Unboxing & First impression 🔥🔥🔥 Flagship at Rs.49,999/-

Watch now : https://t.co/Gt2A10VMIM

RT Friends https://t.co/riVF12YSrq",http://twitter.com/TamilTechOffici/statuses/1313374869275340802,neutral,en,India,TamilTechOffici,TamilTechOffici (Tamil Tech),unknown
2000333812,Samsung_S20FE (Product Only),2020-10-24 07:29:18.000,The Most Affordable Samsung Flagship | Giveaway ⚡ https://t.co/d9b9Hixtw2  #GalaxyS20FE @SamsungIndia,http://twitter.com/TrakinTech/statuses/1319903781249675266,neutral,en,India,TrakinTech,TrakinTech (TrakinTech),unknown
2000333812,Samsung_S20FE (Product Only),2020-10-09 05:45:37.000,The #GalaxyS20FE Prebookings Started. it comes With 120Hz refresh rate SAMOLED Screen and 4500mAh Battery in 5 colours Prices at ₹49999 with benefits up to ₹8000. Pre-book: https://t.co/TBjKVsoHuC @samsungindia,http://twitter.com/iamprasadtech/statuses/1314441867505803264,neutral,en,,iamprasadtech,iamprasadtech (Prasadtechintelugu),unknown
2000333812,Samsung_S20FE (Product Only),2020-10-02 11:23:13.000,"Say “Hi” to the new #GalaxyS20FE with features that you need to do what you love. Get exclusive deals worth up to Rp1.897.000. Available for Pre-order here & at the nearest Samsung Experience Store until October 8th, 2020.",http://twitter.com/samsungID/statuses/1311990113627369472,neutral,en,Indonesia,samsungID,samsungID (Samsung Indonesia),unknown
2000333812,Samsung_S20FE (Product Only),2020-10-06 14:24:11.000,"Tech Talks #1253 - PUBG With AirTel, ISRO Venus, Poco C3, S20FE, Realme Fake Product, Snapdragon 875
https://t.co/NW4spqH9AI via @YouTubeIndia",http://twitter.com/TechnicalGuruji/statuses/1313485206867849222,neutral,en,United Arab Emirates,TechnicalGuruji,TechnicalGuruji (Gaurav Chaudhary),unknown
2000333812,Samsung_S20FE (Product Only),2020-10-16 08:29:14.000,"Be your own kind of beautiful 

Shop online https://t.co/rNdyv9RZmo
WhatsApp: 073 939 5381
Email: info@centhurycosmetics.co.za
#CenthuryCosmetics 
#GalaxyS20FE https://t.co/Y06GETKCSz",http://twitter.com/ProgieMinnie/statuses/1317019761637818370,neutral,en,United States of America,ProgieMinnie,ProgieMinnie (💕💕Progie 💕💕),unknown
2000333812,Samsung_S20FE (Product Only),2020-10-13 14:45:13.000,"Can you guess what FE stands for? 

The first person to tweet us the right answer wins Galaxy Watch Active2! 

Make sure to use the hashtag #GalaxyS20FE 

T&Cs: https://t.co/cvyAdNZCjF

#GALAXYS20FE
#Samsung_S20FE
#Galaxy_S20_FE
#Samsung
#سامسونج
#جالاكسي https://t.co/UVPYEHna9r",http://twitter.com/SamsungEgypt/statuses/1316027213947363340,neutral,en,Egypt,SamsungEgypt,SamsungEgypt (Samsung Egypt),unknown
